	code	latitude	longitude	elevation	location	datetime
615042	MSAI	-3.346211	128.928436	8.9	Station LIBRA, Soahuku, Amahai, Maluku Tengah, Maluku	2007-01-01T00:00:00
615062	NBMI	-3.85093	126.69958	71.0	Station Type A, Lektama,  Namrole, Buru Selatan, Maluku	2019-01-01T00:00:00
615069	NSBMM	-3.082908	128.209544	65.0	Station Type MR, Neniari, Seram Barat, Seram Bagian Barat, Maluku	2020-10-01T00:00:00
615198	SEMI	-2.917031	129.820817	69.0	Station Type A, Kobisadar, Seram Utara Timur Kobi, Maluku Tengah, Maluku	2019-01-01T00:00:00
615233	SRMI	-2.941485	129.181801	6.0	Station Type A, Olong, Seram Utara, Maluku Tengah, Maluku	2019-01-01T00:00:00
615239	SSMI	-3.736807	130.828808	10.0	Station Type A, Kian Laut, Siritaun Wida Timur, Seram Bagian Timur, Maluku	2019-01-01T00:00:00
615256	TAMI	-3.675906	128.110803	174.0	Station Type A, Tawiri, Teluk Ambon, Kota Ambon, Maluku	2019-01-01T00:00:00
615281	TMTMM	-3.29802	129.53044	17.0	Station Type MR, Japutih, Tehoru, Maluku Tengah, Maluku	2020-10-01T00:00:00
615296	TPTI	3.2618	97.1774	2.8	Station Tapaktuan China	2008-05-01T00:00:00
615350	WSTMM	-3.453018	129.995	18.0	Station Type MR, Werinama, Werinama, Seram Bagian Timur, Maluku	2020-11-01T00:00:00
615356	YOGI	-7.8166	110.295	176.0	Station Yogyakarta China	2007-12-01T00:00:00
